job_name,expected_code,expected_name
理疗店前台（工作地点：靖江）,3-01-02-03,公关员
理疗艾灸师,2-05-07-14,心理治疗技师
理财投资顾问,2-06-09-06,公司金融顾问
理财经理,2-06-11-00,证券期货基金专业人员
理财经理/理财顾问,2-06-11-00,证券期货基金专业人员
理财经理岗（宁夏分公司辖区营业部）(J10763),2-06-11-00,证券期货基金专业人员
理财规划师,4-05-05-02,资产管理师
理财顾问,2-06-09-06,公司金融顾问
理财顾问-珠江新城,2-06-09-06,公司金融顾问
理财顾问团队负责人,1-04-02-00,社会团体负责人
理货员（荆州） (MJ004615),4-02-06-02,理货员
理赔调查员,4-08-07-04,地质调查员L
瑜伽会籍顾问,4-14-05-04,康乐服务员
瑞克麦斯招聘水/空/陆运操作,6-28-02-07,风机操作工
瑞安大润发超市招聘两轮电动车配送员,4-10-08-01,网约配送员
瑞宜利特招聘车工,6-18-01-01,车工
瑞幸咖啡师（沈阳）双休市内自选门店,4-03-02-08,咖啡师
瑞幸咖啡招聘咖啡师,4-03-02-08,咖啡师
瑞昌招聘水/空/陆运操作,6-28-02-07,风机操作工
瑞科能源集团招聘厨师,4-03-02-01,中式烹调师
瓜子急聘二手车检测师数名,4-08-05-05,机动车检测工
瓷砖业务员,4-05-04-01,典当业务员
甘州区茶百道饮品店招聘奶茶店店员,4-03-02-10,调饮师
甘肃地区销售经理（南京医疗器械厂家）,2-06-07-02,市场营销专业人员
甜啦啦-会计,2-06-03-00,会计专业人员
生产一线操作工（山东宏旭化学）,6-11-00-00,化学原料和化学制品制造人员
生产主管,2-02-30-01,工业工程技术人员
生产主管（油漆车间）,2-02-30-01,工业工程技术人员
生产主管（车间主任）,2-02-30-01,工业工程技术人员
生产企业外贸跟单,4-01-02-01,营销员
生产会计,2-06-03-00,会计专业人员
生产副厂长,2-02-30-01,工业工程技术人员
生产副总,2-02-30-01,工业工程技术人员
生产副经理,2-02-30-01,工业工程技术人员
生产助理,6-31-99-00,其他生产辅助人员
生产助理工程师,2-02-30-01,工业工程技术人员
生产厂长,2-02-30-01,工业工程技术人员
生产基地负责人,2-02-30-01,工业工程技术人员
生产工人,6-00-00-00,生产制造及有关人员
生产工艺工程师（北京),2-02-30-01,工业工程技术人员
生产工艺技术员,2-02-00-00,工程技术人员
生产技术员,2-02-00-00,工程技术人员
生产技术员（PE）,2-02-30-01,工业工程技术人员
生产操作工,6-00-00-00,生产制造及有关人员
生产文员,6-31-99-00,其他生产辅助人员
生产文员(余姚+全勤奖+加班费）,6-31-99-00,其他生产辅助人员
生产文员（品控部）,6-31-99-00,其他生产辅助人员
生产班组长,6-00-00-00,生产制造及有关人员
生产班长,6-00-00-00,生产制造及有关人员
生产管理,2-02-30-01,工业工程技术人员
生产管理(A82323),2-02-30-01,工业工程技术人员
生产管理专员,2-02-30-01,工业工程技术人员
生产管理人员,2-02-30-01,工业工程技术人员
生产管理储备干部,2-02-30-01,工业工程技术人员
生产管理干部,2-02-30-01,工业工程技术人员
生产组长,6-00-00-00,生产制造及有关人员
生产组长/拉长,6-00-00-00,生产制造及有关人员
生产经理,2-02-30-01,工业工程技术人员
生产统计,2-02-30-01,工业工程技术人员
生产统计专员,2-02-30-01,工业工程技术人员
生产计划/PMC,2-02-30-01,工业工程技术人员
生产计划主管,2-02-30-01,工业工程技术人员
生产计划员,2-09-06-03,动画设计人员
生产记录文员,6-31-99-00,其他生产辅助人员
生产设备管理员,6-31-01-01,设备点检员
生产设计,2-02-30-01,工业工程技术人员
生产课长,6-00-00-00,生产制造及有关人员
生产负责人,6-00-00-00,生产制造及有关人员
生产资深组长,6-00-00-00,生产制造及有关人员
生产跟单文员,6-31-99-00,其他生产辅助人员
生产车间主任,2-02-30-01,工业工程技术人员
生产车间普工,6-00-00-00,生产制造及有关人员
生产车间组长,2-02-30-01,工业工程技术人员
生产运维部主任、安质环部主任,2-02-28-03,安全生产管理工程技术人员
生产运行部副经理,2-02-30-01,工业工程技术人员
生产部副经理,2-02-30-01,工业工程技术人员
生产部班长,6-00-00-00,生产制造及有关人员
生产部经理,2-02-30-01,工业工程技术人员
生产部设备主管,6-31-01-01,设备点检员
生产部部长/生产副总,2-02-30-01,工业工程技术人员
生产部长,6-00-00-00,生产制造及有关人员
生产领班,6-00-00-00,生产制造及有关人员
生信分析工程师（昆明）,2-02-32-02,生物工程技术人员
生活服务-商家BD-哈尔滨,2-06-07-04,品牌专业人员
生活服务-商家BD（南宁）,2-06-07-04,品牌专业人员
生活管家主管,4-14-06-02,民宿管家
生活超市营业员,4-01-02-03,商品营业员
生物信息分析师/数据分析师（中级/高级）,2-02-30-09,数据分析处理工程技术人员S
生物信息工程师,2-02-32-02,生物工程技术人员
生物信息科学家,2-01-06-00,自然科学和地球科学研究人员
生物大分子&多肽研发副总监,6-11-08-02,总溶剂生产工
生猪养殖场长（繁殖）,5-03-01-01,家畜繁殖员
生管文岗,6-29-03-04,管工
生管物流部经理,4-06-01-01,物业管理师
生鲜采购专员,4-01-01-00,采购员
生鲜采购员,4-01-01-00,采购员
生鲜采购经理,4-01-01-00,采购员
生鲜销售,4-01-02-03,商品营业员
用友销售,4-01-02-00,销售人员
用户服务工程师,2-00-00-00,专业技术人员
用户界面ui设计师,2-09-06-07,数字媒体艺术专业人员S
用户研究员,2-01-00-00,科学研究人员
用户运营,2-06-07-02,市场营销专业人员
用户运营实习生,2-06-07-02,市场营销专业人员
用户运营经理（集团）,2-06-07-02,市场营销专业人员
田东城乡机动车驾...招聘代驾司机,4-02-02-01,客运车辆驾驶员L
田家庵区八佰喜饮品店招聘奶茶店店员,4-03-02-10,调饮师
田家庵区萨乐芬妮...招聘奶茶店店员,4-03-02-10,调饮师
甲方资产管理专员（有点辛苦但待遇很棒）,4-05-05-02,资产管理师
甲方项目经理,2-02-30-04,项目管理工程技术人员
申博莱雅招聘质量管理/测试,2-02-29-03,质量管理工程技术人员
申诉侵权专员,2-06-12-05,版权管理专业人员
申通快递招聘操作主管,4-02-07-08,快递员
申通快递有限公司招聘物流经理,4-02-06-03,物流服务师L
电信外呼客服/宜宾,,呼叫中心服务员 
电催专员,2-09-03-00,电影电视制作专业人员
电力工程师,2-02-12-00,电力工程技术人员
电力工程总监,2-02-12-00,电力工程技术人员
电力工程技术员,2-02-12-00,电力工程技术人员
电力工程设计师-绿色智慧电力所,2-02-11-01,电工电器工程技术人员
电力工程项目经理,2-02-12-00,电力工程技术人员
电力工程项目经理-江门,2-02-12-00,电力工程技术人员
电力工程预算员,2-02-12-00,电力工程技术人员
电力施工员,6-29-02-11,电力电缆安装运维工
电力检测销售主管,4-08-05-07,电子电气产品检验员L
电力电子软件工程师,2-02-10-03,计算机软件工程技术人员S
电力电网行业经理,1-06-01-02,企业经理
电力运维工程师,2-02-12-02,供用电工程技术人员L
电力销售,4-01-02-01,营销员
电力销售代表（灵活打卡）,4-01-02-01,营销员
电力预算实习生,6-29-02-11,电力电缆安装运维工
电动工具产品经理,2-02-34-01,产品设计工程技术人员
电动车送货员,6-23-04-02,自行车与电动自行车装配工
电吹风结构工程师（吹风机电夹板经验优先）,2-02-11-01,电工电器工程技术人员
电商专员/助理（接受实习生）,4-01-06-01,电子商务师S
电商主播助理,4-01-06-02,互联网营销师S
电商互联网招募专员 工资高,4-01-06-01,电子商务师S
电商产品经理,2-02-34-01,产品设计工程技术人员
电商产品运营,4-01-06-01,电子商务师S
电商产品运营专员,4-01-06-01,电子商务师S
电商人事主管,2-06-08-01,人力资源管理专业人员
电商仓库打包发货员,4-02-07-09,快件处理员
电商仓库文员/仓库管理员,4-02-06-01,仓储管理员
电商会计,2-06-03-00,会计专业人员
电商入库,4-02-07-09,快件处理员
电商助理,4-01-06-01,电子商务师S
电商品牌合伙人,2-06-07-04,品牌专业人员
电商售前/售后客服,4-01-06-02,互联网营销师S
电商售前客服专员,4-01-06-02,互联网营销师S
电商售前打字客服,4-01-06-02,互联网营销师S
电商售后,4-07-02-03,客户服务管理员
电商在线客服(五险一金+上市公司稳定）,4-01-06-02,互联网营销师S
电商客服,4-01-06-02,互联网营销师S
电商客服  天猫客服   销售客服,4-01-06-02,互联网营销师S
电商客服专员,4-01-06-02,互联网营销师S
电商客服专员（夜班）,4-01-06-02,互联网营销师S
电商客服主管,4-01-06-02,互联网营销师S
电商客服主管/经理,4-01-06-02,互联网营销师S
电商客服（售后）主管（双休、五险一金）,4-01-06-02,互联网营销师S
电商客服（淘宝、拼多多）,4-01-06-02,互联网营销师S
电商客服（高薪+氛围好+不加班+大平台）,4-01-06-02,互联网营销师S
电商平台运营,4-01-06-01,电子商务师S
电商平台运营专员,4-01-06-01,电子商务师S
电商平面设计助理,2-09-06-07,数字媒体艺术专业人员S
电商平面设计师（实习）,2-09-06-07,数字媒体艺术专业人员S
电商打包,4-02-06-02,理货员
电商打包专员,4-02-06-02,理货员
电商打包员,4-02-06-02,理货员
电商打包工,4-02-06-02,理货员
电商捡货员,4-02-06-02,理货员
电商摄影师,4-08-09-01,商业摄影师
电商摄影美工,4-08-09-01,商业摄影师
电商淘宝客服,4-01-06-02,互联网营销师S
电商淘宝美工,2-09-06-01,视觉传达设计人员
电商物流专员,4-02-06-03,物流服务师L
电商直播助理,4-01-06-02,互联网营销师S
电商直播运营,4-01-06-01,电子商务师S
电商策划,2-06-07-03,商务策划专业人员
电商线上运营、销售,4-01-06-01,电子商务师S
电商美工,2-09-06-07,数字媒体艺术专业人员S
电商美工/平面设计,2-09-06-07,数字媒体艺术专业人员S
电商美工专员,2-09-06-07,数字媒体艺术专业人员S
电商美工主管,2-09-06-07,数字媒体艺术专业人员S
电商美工助理,2-09-06-07,数字媒体艺术专业人员S
电商美工设计,2-09-06-07,数字媒体艺术专业人员S
电商美工设计-上海（投递简历附作品集）,2-09-06-07,数字媒体艺术专业人员S
电商营销（在线敲键盘）,4-01-06-02,互联网营销师S
电商设计,2-09-06-07,数字媒体艺术专业人员S
电商运营,4-01-06-01,电子商务师S
电商运营专员,4-01-06-01,电子商务师S
电商运营主管,4-01-06-01,电子商务师S
电商运营助理,4-01-06-01,电子商务师S
电商运营助理（不接受无经验）,4-01-06-01,电子商务师S
电商运营助理（天猫，拼多多都需要）,4-01-06-01,电子商务师S
电商运营总监,4-01-06-01,电子商务师S
电商运营经理,4-01-06-01,电子商务师S
电商运营（京东，天猫，亚马逊）,4-01-06-01,电子商务师S
电商运营（双休）,4-01-06-01,电子商务师S
电商销售客服,4-01-06-02,互联网营销师S
电商项目合伙人,4-01-06-02,互联网营销师S
电器工程师,2-02-11-01,电工电器工程技术人员
电器店店长,2-02-30-03,战略规划与管理工程技术人员
电器装配 应届毕业生,6-25-04-07,电子设备装接工
电子产品测试助理,4-08-05-07,电子电气产品检验员L
电子产品测试工程师,6-25-01-12,电子产品制版工
电子产品结构工程师,2-02-09-00,电子工程技术人员
电子元器件/半导体销售工程师,2-02-09-02,电子元器件工程技术人员
电子元器件销售工程师,2-02-09-02,电子元器件工程技术人员
电子厂三防漆喷涂技术员,6-25-01-16,电子绝缘与介质材料制造工
电子厂招普工,6-25-00-00,计算机、通信和其他电子设备制造人员
电子厂旺季招工7k一个月,6-25-00-00,计算机、通信和其他电子设备制造人员
电子厂质检员（月7000）包吃住,4-08-05-07,电子电气产品检验员L
电子商务,4-01-06-01,电子商务师S
电子商务专员,4-01-06-01,电子商务师S
电子商务经理,4-01-06-01,电子商务师S
电子商务运营,4-01-06-01,电子商务师S
电子商务运营专员,4-01-06-01,电子商务师S
电子工程师,2-02-09-00,电子工程技术人员
电子工程师、经理,2-02-09-00,电子工程技术人员
电子开发工程师(J10306),2-02-09-02,电子元器件工程技术人员
电子技术员周末双休,2-02-09-00,电子工程技术人员
电子技术员，电子应用工程师,2-02-09-00,电子工程技术人员
电子数据助理,2-02-38-00,数字技术工程技术人员
电子焊接操作工,6-18-02-04,焊工
电子电器检测销售工程师,2-02-09-04,电子仪器与电子测量工程技术人员
电子电路工程师,2-02-09-02,电子元器件工程技术人员
电子研发工程师,2-02-09-02,电子元器件工程技术人员
电子硬件工程师 (PCB设计方向）,2-09-06-07,数字媒体艺术专业人员S
电子维修技术员,4-12-03-00,家用电子电器产品维修人员
电子采购专员,4-01-01-00,采购员
电子采购员,4-01-01-00,采购员
电容焊施工员/学徒,6-18-02-04,焊工
电工,6-31-01-03,电工
电影院服务员（宜春）,4-14-05-04,康乐服务员
电影院检票员300/天包吃包住,4-14-05-04,康乐服务员
电控工程师（电力电子硬件）,2-02-11-01,电工电器工程技术人员
电机工程师,2-02-12-01,发电工程技术人员L
电机研发工程师,2-02-12-01,发电工程技术人员L
电机结构工程师（无刷电机）,2-02-12-01,发电工程技术人员L
电机设计工程师,2-02-11-00,电气工程技术人员
电机销售工程师,2-02-11-00,电气工程技术人员
电柜安装师傅,6-29-03-02,电气设备安装工
电梯销售经理（天津）,2-06-07-02,市场营销专业人员
电梯销售经理（重庆）,2-06-07-02,市场营销专业人员
电气/仪表工程师,2-02-11-01,电工电器工程技术人员
电气/线束工程师,2-02-11-01,电工电器工程技术人员
电气/自动化工程师,2-02-07-07,自动控制工程技术人员S
电气一体化,2-02-11-01,电工电器工程技术人员
电气专业设计师,2-02-11-00,电气工程技术人员
电气元器件区域销售经理,2-06-07-02,市场营销专业人员
电气助理工程师,2-02-11-00,电气工程技术人员
电气助理工程师（工作地点：揭阳）,2-02-11-00,电气工程技术人员
电气售后工程师,2-02-11-00,电气工程技术人员
电气售后技术支持工程师,2-02-11-00,电气工程技术人员
电气安装工程师,6-29-03-02,电气设备安装工
电气工程师,2-02-11-00,电气工程技术人员
电气工程师/项目工程师,2-02-11-00,电气工程技术人员
电气工艺工程师,4-08-08-26,工业设计工艺师S
电气工艺师（中级）,4-08-08-26,工业设计工艺师S
电气技工（五险一金、年终奖、电工）,2-02-11-00,电气工程技术人员
电气控制工程师,2-02-11-00,电气工程技术人员
电气柜装配工包吃住,6-29-03-02,电气设备安装工
电气测试工程师(J10107),2-02-11-01,电工电器工程技术人员
电气电路设计,2-02-11-01,电工电器工程技术人员
